system_id,timestamp_utc,lat,lon,num_panels,panel_area_m2,panel_efficiency,inverter_efficiency,tilt_deg,azimuth_deg,inverter_max_ac_kw,ghi_w_m2,temperature_C,poa_w_m2,system_capacity_kw,pvwatts_pred_kwh,your_baseline_kwh,measured_ac_kwh,hour_of_day,day_of_year
sys_1,2025-09-06T09:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,345.31,16.22,299.05,0.948,0.276,0.2649,0.2459,9,249
sys_1,2025-09-06T10:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,276.88,13.26,239.78,0.948,0.2213,0.2124,0.2052,10,249
sys_1,2025-09-06T11:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,349.55,14.1,302.72,0.948,0.2793,0.2682,0.3033,11,249
sys_1,2025-09-06T12:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,342.53,12.81,296.64,0.948,0.2737,0.2628,0.2607,12,249
sys_1,2025-09-06T13:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,365.49,10.5,316.52,0.948,0.2921,0.2804,0.3065,13,249
sys_1,2025-09-06T14:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,349.91,10.05,303.03,0.948,0.2796,0.2684,0.2759,14,249
sys_1,2025-09-06T15:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,303.39,10.51,262.74,0.948,0.2425,0.2328,0.213,15,249
sys_1,2025-09-06T16:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,283.23,7.85,245.29,0.948,0.2264,0.2173,0.2265,16,249
sys_1,2025-09-06T17:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,285.79,6.94,247.5,0.948,0.2284,0.2193,0.2188,17,249
sys_1,2025-09-06T18:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,192.87,5.88,167.03,0.948,0.1541,0.148,0.1525,18,249
sys_1,2025-09-06T19:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,206.15,10.21,178.53,0.948,0.1647,0.1582,0.1546,19,249
sys_1,2025-09-06T20:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,174.67,9.78,151.27,0.948,0.1396,0.134,0.1396,20,249
sys_1,2025-09-06T21:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,124.1,8.77,107.47,0.948,0.0992,0.0952,0.0938,21,249
sys_1,2025-09-06T22:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,147.6,11.81,127.82,0.948,0.118,0.1132,0.1045,22,249
sys_1,2025-09-06T23:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,9.08,12.58,7.86,0.948,0.0073,0.007,0.0072,23,249
sys_1,2025-09-07T00:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,0.0,12.65,0.0,0.948,0.0,0.0,0.0,0,250
sys_1,2025-09-07T01:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,40.8,14.87,35.33,0.948,0.0326,0.0313,0.0318,1,250
sys_1,2025-09-07T02:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,76.65,15.47,66.38,0.948,0.0613,0.0588,0.0577,2,250
sys_1,2025-09-07T03:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,139.51,17.93,120.82,0.948,0.1115,0.107,0.1061,3,250
sys_1,2025-09-07T04:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,153.26,19.03,132.73,0.948,0.1225,0.1176,0.113,4,250
sys_1,2025-09-07T05:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,255.12,17.04,220.94,0.948,0.2039,0.1957,0.1911,5,250
sys_1,2025-09-07T06:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,283.06,18.82,245.13,0.948,0.2262,0.2172,0.2129,6,250
sys_1,2025-09-07T07:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,286.85,16.97,248.42,0.948,0.2292,0.2201,0.2292,7,250
sys_1,2025-09-07T08:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,302.06,18.46,261.59,0.948,0.2414,0.2317,0.2376,8,250
sys_1,2025-09-07T09:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,296.82,19.61,257.05,0.948,0.2372,0.2277,0.2315,9,250
sys_1,2025-09-07T10:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,370.58,17.88,320.93,0.948,0.2962,0.2843,0.3203,10,250
sys_1,2025-09-07T11:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,319.16,13.72,276.4,0.948,0.2551,0.2449,0.2195,11,250
sys_1,2025-09-07T12:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,288.99,13.2,250.27,0.948,0.231,0.2217,0.2125,12,250
sys_1,2025-09-07T13:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,358.17,12.48,310.18,0.948,0.2862,0.2748,0.2883,13,250
sys_1,2025-09-07T14:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,332.36,9.74,287.83,0.948,0.2656,0.255,0.2335,14,250
sys_1,2025-09-07T15:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,360.62,9.54,312.31,0.948,0.2882,0.2767,0.2742,15,250
sys_1,2025-09-07T16:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,296.71,8.25,256.96,0.948,0.2371,0.2276,0.2299,16,250
sys_1,2025-09-07T17:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,276.21,7.36,239.2,0.948,0.2207,0.2119,0.1833,17,250
sys_1,2025-09-07T18:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,203.87,8.46,176.55,0.948,0.1629,0.1564,0.1429,18,250
sys_1,2025-09-07T19:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,249.19,8.19,215.8,0.948,0.1991,0.1912,0.2119,19,250
sys_1,2025-09-07T20:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,178.29,10.06,154.4,0.948,0.1425,0.1368,0.1329,20,250
sys_1,2025-09-07T21:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,161.7,11.36,140.03,0.948,0.1292,0.1241,0.1242,21,250
sys_1,2025-09-07T22:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,37.72,12.33,32.67,0.948,0.0301,0.0289,0.0278,22,250
sys_1,2025-09-07T23:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,66.74,10.64,57.8,0.948,0.0533,0.0512,0.0542,23,250
sys_1,2025-09-08T00:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,0.0,13.8,0.0,0.948,0.0,0.0,0.0,0,251
sys_1,2025-09-08T01:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,43.95,15.58,38.06,0.948,0.0351,0.0337,0.0298,1,251
sys_1,2025-09-08T02:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,56.05,15.84,48.55,0.948,0.0448,0.043,0.0414,2,251
sys_1,2025-09-08T03:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,160.38,15.47,138.9,0.948,0.1282,0.123,0.1127,3,251
sys_1,2025-09-08T04:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,147.65,16.1,127.87,0.948,0.118,0.1133,0.1064,4,251
sys_1,2025-09-08T05:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,178.49,17.52,154.58,0.948,0.1426,0.1369,0.12,5,251
sys_1,2025-09-08T06:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,258.84,19.41,224.16,0.948,0.2069,0.1986,0.1864,6,251
sys_1,2025-09-08T07:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,266.46,16.33,230.77,0.948,0.2129,0.2044,0.2014,7,251
sys_1,2025-09-08T08:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,369.33,16.47,319.85,0.948,0.2952,0.2834,0.2986,8,251
sys_1,2025-09-08T09:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,310.55,17.42,268.95,0.948,0.2482,0.2383,0.2289,9,251
sys_1,2025-09-08T10:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,303.33,15.22,262.69,0.948,0.2424,0.2327,0.2074,10,251
sys_1,2025-09-08T11:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,347.39,13.62,300.85,0.948,0.2776,0.2665,0.2563,11,251
sys_1,2025-09-08T12:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,321.03,12.08,278.02,0.948,0.2566,0.2463,0.2708,12,251
sys_1,2025-09-08T13:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,367.73,10.0,318.46,0.948,0.2939,0.2821,0.2771,13,251
sys_1,2025-09-08T14:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,319.28,12.48,276.51,0.948,0.2552,0.245,0.2211,14,251
sys_1,2025-09-08T15:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,276.54,6.2,239.49,0.948,0.221,0.2122,0.2267,15,251
sys_1,2025-09-08T16:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,287.27,7.92,248.78,0.948,0.2296,0.2204,0.202,16,251
sys_1,2025-09-08T17:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,258.48,6.53,223.85,0.948,0.2066,0.1983,0.1951,17,251
sys_1,2025-09-08T18:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,168.32,8.63,145.77,0.948,0.1345,0.1291,0.13,18,251
sys_1,2025-09-08T19:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,182.33,8.13,157.9,0.948,0.1457,0.1399,0.1361,19,251
sys_1,2025-09-08T20:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,187.96,8.59,162.78,0.948,0.1502,0.1442,0.1293,20,251
sys_1,2025-09-08T21:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,148.03,8.22,128.2,0.948,0.1183,0.1136,0.1046,21,251
sys_1,2025-09-08T22:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,75.33,9.65,65.24,0.948,0.0602,0.0578,0.059,22,251
sys_1,2025-09-08T23:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,0.0,15.49,0.0,0.948,0.0,0.0,0.0,23,251
sys_1,2025-09-09T00:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,0.0,13.69,0.0,0.948,0.0,0.0,0.0,0,252
sys_1,2025-09-09T01:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,87.91,11.19,76.13,0.948,0.0703,0.0674,0.0648,1,252
sys_1,2025-09-09T02:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,93.65,15.19,81.1,0.948,0.0748,0.0718,0.0688,2,252
sys_1,2025-09-09T03:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,126.27,15.91,109.35,0.948,0.1009,0.0969,0.0978,3,252
sys_1,2025-09-09T04:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,161.53,16.41,139.89,0.948,0.1291,0.1239,0.1265,4,252
sys_1,2025-09-09T05:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,270.56,16.98,234.31,0.948,0.2162,0.2076,0.219,5,252
sys_1,2025-09-09T06:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,221.66,14.21,191.96,0.948,0.1771,0.1701,0.1639,6,252
sys_1,2025-09-09T07:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,321.75,17.03,278.65,0.948,0.2571,0.2468,0.2532,7,252
sys_1,2025-09-09T08:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,269.78,17.31,233.64,0.948,0.2156,0.207,0.1943,8,252
sys_1,2025-09-09T09:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,350.43,16.85,303.49,0.948,0.2801,0.2689,0.2815,9,252
sys_1,2025-09-09T10:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,315.89,15.66,273.57,0.948,0.2524,0.2423,0.244,10,252
sys_1,2025-09-09T11:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,313.56,16.11,271.55,0.948,0.2506,0.2406,0.2481,11,252
sys_1,2025-09-09T12:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,380.78,11.89,329.76,0.948,0.3043,0.2921,0.289,12,252
sys_1,2025-09-09T13:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,311.58,13.34,269.83,0.948,0.249,0.239,0.2475,13,252
sys_1,2025-09-09T14:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,298.76,9.28,258.73,0.948,0.2388,0.2292,0.211,14,252
sys_1,2025-09-09T15:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,361.0,9.29,312.64,0.948,0.2885,0.277,0.3119,15,252
sys_1,2025-09-09T16:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,349.79,9.11,302.93,0.948,0.2795,0.2684,0.2612,16,252
sys_1,2025-09-09T17:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,285.6,5.71,247.34,0.948,0.2282,0.2191,0.2404,17,252
sys_1,2025-09-09T18:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,239.24,8.73,207.19,0.948,0.1912,0.1835,0.1743,18,252
sys_1,2025-09-09T19:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,241.12,6.84,208.82,0.948,0.1927,0.185,0.1773,19,252
sys_1,2025-09-09T20:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,196.65,4.74,170.31,0.948,0.1572,0.1509,0.1429,20,252
sys_1,2025-09-09T21:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,92.09,6.76,79.75,0.948,0.0736,0.0707,0.0679,21,252
sys_1,2025-09-09T22:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,88.36,8.08,76.52,0.948,0.0706,0.0678,0.0651,22,252
sys_1,2025-09-09T23:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,65.55,9.73,56.77,0.948,0.0524,0.0503,0.0525,23,252
sys_1,2025-09-10T00:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,0.0,12.26,0.0,0.948,0.0,0.0,0.0,0,253
sys_1,2025-09-10T01:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,46.18,12.63,39.99,0.948,0.0369,0.0354,0.0371,1,253
sys_1,2025-09-10T02:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,165.15,13.34,143.02,0.948,0.132,0.1267,0.1178,2,253
sys_1,2025-09-10T03:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,175.31,12.92,151.82,0.948,0.1401,0.1345,0.1237,3,253
sys_1,2025-09-10T04:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,178.79,16.45,154.84,0.948,0.1429,0.1372,0.1294,4,253
sys_1,2025-09-10T05:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,183.76,16.79,159.15,0.948,0.1469,0.141,0.1335,5,253
sys_1,2025-09-10T06:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,237.88,17.55,206.01,0.948,0.1901,0.1825,0.1813,6,253
sys_1,2025-09-10T07:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,236.03,17.48,204.4,0.948,0.1886,0.1811,0.1712,7,253
sys_1,2025-09-10T08:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,284.1,16.49,246.04,0.948,0.227,0.218,0.2168,8,253
sys_1,2025-09-10T09:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,327.63,18.51,283.74,0.948,0.2618,0.2514,0.2268,9,253
sys_1,2025-09-10T10:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,278.51,17.65,241.2,0.948,0.2226,0.2137,0.2104,10,253
sys_1,2025-09-10T11:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,368.76,15.77,319.35,0.948,0.2947,0.2829,0.2457,11,253
sys_1,2025-09-10T12:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,377.6,9.25,327.01,0.948,0.3018,0.2897,0.2853,12,253
sys_1,2025-09-10T13:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,334.39,12.67,289.59,0.948,0.2672,0.2565,0.2572,13,253
sys_1,2025-09-10T14:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,393.26,11.01,340.58,0.948,0.3143,0.3017,0.292,14,253
sys_1,2025-09-10T15:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,308.78,7.04,267.41,0.948,0.2468,0.2369,0.2287,15,253
sys_1,2025-09-10T16:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,245.73,9.0,212.81,0.948,0.1964,0.1885,0.1956,16,253
sys_1,2025-09-10T17:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,284.08,10.11,246.02,0.948,0.227,0.2179,0.2342,17,253
sys_1,2025-09-10T18:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,235.81,8.71,204.22,0.948,0.1885,0.1809,0.1695,18,253
sys_1,2025-09-10T19:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,207.88,7.15,180.03,0.948,0.1661,0.1595,0.1592,19,253
sys_1,2025-09-10T20:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,124.38,6.98,107.71,0.948,0.0994,0.0954,0.0874,20,253
sys_1,2025-09-10T21:00:00,-28.0018,-9.7803,14,2.078,0.163,0.973,30,170,7.0,161.8,12.09,140.12,0.948,0.1293,0.1241,0.1241,21,253
